
### ECU03_1140; Top matches across all predictors. Sorted by q-scores: duplicated RCSB PDB entries are not shown
ECU06_1350-m5	RAPTORX	6IQK	G	0.6900	1.0579	0.1600	125	137	pdb6iqk.ent.gz	PROFILIN-5
ECU06_1350-m5	RAPTORX	1A0K	A	0.6879	0.9268	0.1583	120	130	pdb1a0k.ent.gz	PROFILIN
ECU06_1350-m2	RAPTORX	5YED	A	0.5297	1.6608	0.0957	115	130	pdb5yed.ent.gz	UNCHARACTERIZED PROTEIN
ECU06_1350-m2	RAPTORX	5ZZB	A	0.5238	1.5926	0.0696	115	134	pdb5zzb.ent.gz	UNCHARACTERIZED PROTEIN
ECU06_1350-m2	RAPTORX	3D9Y	B	0.5217	1.7006	0.1239	113	126	pdb3d9y.ent.gz	PROFILIN
ECU06_1350-m2	RAPTORX	3DAV	B	0.5209	1.7059	0.1239	113	126	pdb3dav.ent.gz	PROFILIN
ECU06_1350-m4	RAPTORX	3H25	A	0.4862	0.9846	0.0574	122	188	pdb3h25.ent.gz	REPLICATION PROTEIN B
ECU06_1350-m1	ROSETTAFOLD	1YPR	A	0.4623	2.0715	0.1250	112	125	pdb1ypr.ent.gz	PROFILIN
ECU06_1350-m1	ROSETTAFOLD	1YPR	B	0.4515	2.0896	0.1351	111	125	pdb1ypr.ent.gz	PROFILIN
ECU06_1350-m2	ALPHAFOLD	5YEE	A	0.4324	2.4702	0.0833	120	135	pdb5yee.ent.gz	UNCHARACTERIZED PROTEIN
ECU06_1350-m2	ALPHAFOLD	3D9Y	A	0.4324	2.0264	0.1296	108	126	pdb3d9y.ent.gz	PROFILIN
ECU06_1350-m3	ALPHAFOLD	3DAV	A	0.4252	2.1972	0.1091	110	126	pdb3dav.ent.gz	PROFILIN
ECU06_1350-m4	RAPTORX	6ZP9	B	0.3208	1.9261	0.0541	111	185	pdb6zp9.ent.gz	PRIMPOL AEP DOMAIN (PP-N190)
ECU06_1350-m4	RAPTORX	6ZP9	A	0.3159	2.0923	0.0531	113	185	pdb6zp9.ent.gz	PRIMPOL AEP DOMAIN (PP-N190)

### ECU08_1425; Top matches across all predictors. Sorted by q-scores: duplicated RCSB PDB entries are not shown
ECU08_1425-m4	ALPHAFOLD	3K0X	A	0.6395	1.6419	0.1149	87	99	pdb3k0x.ent.gz	PROTEIN TEN1
ECU08_1425-m4	ALPHAFOLD	3KF6	B	0.6274	1.5809	0.1250	88	105	pdb3kf6.ent.gz	PROTEIN TEN1
ECU08_1425-m1	ALPHAFOLD	5DOI	F	0.6070	1.7966	0.1310	84	93	pdb5doi.ent.gz	TELOMERASE ASSOCIATED PROTEIN P45
ECU08_1425-m1	ALPHAFOLD	5DOI	H	0.5996	1.8383	0.1310	84	93	pdb5doi.ent.gz	TELOMERASE ASSOCIATED PROTEIN P45
ECU08_1425-m4	ALPHAFOLD	5DOI	G	0.5986	1.8436	0.1310	84	93	pdb5doi.ent.gz	TELOMERASE ASSOCIATED PROTEIN P45
ECU08_1425-m1	ROSETTAFOLD	5DOI	E	0.5768	1.8061	0.1098	82	93	pdb5doi.ent.gz	TELOMERASE ASSOCIATED PROTEIN P45
ECU08_1425-m1	RAPTORX	4JOI	C	0.5518	1.1617	0.1807	83	118	pdb4joi.ent.gz	CST COMPLEX SUBUNIT TEN1
ECU08_1425-m1	RAPTORX	6W6W	D	0.5463	1.4349	0.1765	85	117	pdb6w6w.ent.gz	CST COMPLEX SUBUNIT TEN1
ECU08_1425-m1	RAPTORX	4JOI	D	0.5455	1.2119	0.1807	83	118	pdb4joi.ent.gz	CST COMPLEX SUBUNIT TEN1
ECU08_1425-m5	RAPTORX	4GOP	X	0.5382	1.2259	0.1899	79	108	pdb4gop.ent.gz	PUTATIVE UNCHARACTERIZED PROTEIN
ECU08_1425-m5	RAPTORX	4GNX	A	0.5375	1.2318	0.1899	79	108	pdb4gnx.ent.gz	PUTATIVE UNCHARACTERIZED PROTEIN
ECU08_1425-m5	RAPTORX	4GOP	A	0.5348	1.2532	0.1899	79	108	pdb4gop.ent.gz	PUTATIVE UNCHARACTERIZED PROTEIN
ECU08_1425-m5	RAPTORX	4GNX	X	0.5328	1.1591	0.1923	78	108	pdb4gnx.ent.gz	PUTATIVE UNCHARACTERIZED PROTEIN
ECU08_1425-m4	RAPTORX	1QUQ	B	0.5170	1.2737	0.1750	80	114	pdb1quq.ent.gz	PROTEIN (REPLICATION PROTEIN A 14 KD SUBUNIT)
ECU08_1425-m4	RAPTORX	1L1O	D	0.5165	1.2413	0.1625	80	115	pdb1l1o.ent.gz	REPLICATION PROTEIN A 14 KDA SUBUNIT
ECU08_1425-m4	RAPTORX	2PQA	D	0.5149	1.2909	0.1625	80	114	pdb2pqa.ent.gz	REPLICATION PROTEIN A 14 KDA SUBUNIT
ECU08_1425-m4	RAPTORX	3KDF	A	0.5126	1.2732	0.1750	80	115	pdb3kdf.ent.gz	REPLICATION PROTEIN A 14 KDA SUBUNIT
ECU08_1425-m4	RAPTORX	1L1O	A	0.5118	1.2793	0.1625	80	115	pdb1l1o.ent.gz	REPLICATION PROTEIN A 14 KDA SUBUNIT
ECU08_1425-m3	RAPTORX	2PQA	B	0.4930	1.3648	0.1772	79	114	pdb2pqa.ent.gz	REPLICATION PROTEIN A 14 KDA SUBUNIT
